ID,Title,Date,Image_URL,Characters,Page_URL,arc_number,arc_name
1312,Run Away From The Pain,"May 8, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-08-run-away-from-the-pain.png,"Miss Auburn, Res",https://www.housepetscomic.com/comic/2017/05/08/run-away-from-the-pain/,106.0,Temple Crashers 2: Temple Crashers
1313,The Other Coach,"May 10, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-10-the-other-coach.png,"Grape, Res",https://www.housepetscomic.com/comic/2017/05/10/the-other-coach/,106.0,Temple Crashers 2: Temple Crashers
1314,Source Of All Evil,"May 12, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-12-source-of-all-evil.png,"Grape, Res",https://www.housepetscomic.com/comic/2017/05/12/source-of-all-evil/,106.0,Temple Crashers 2: Temple Crashers
1315,The Soul Of The Poet,"May 15, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-15-the-soul-of-the-poet.png,"Grape, Res",https://www.housepetscomic.com/comic/2017/05/15/the-soul-of-the-poet/,106.0,Temple Crashers 2: Temple Crashers
1316,Maybe It’s The Wrong Hat,"May 17, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-17-maybe-its-the-wrong-hat.png,"Keene, Lana",https://www.housepetscomic.com/comic/2017/05/17/maybe-its-the-wrong-hat/,106.0,Temple Crashers 2: Temple Crashers
1317,Give Me A Sign,"May 19, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-19-give-me-a-sign.png,"Grape, Peanut, Poncho, Res",https://www.housepetscomic.com/comic/2017/05/19/give-me-a-sign/,106.0,Temple Crashers 2: Temple Crashers
1318,Loves Company,"May 22, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-22-loves-company.png,"Grape, Peanut, Res",https://www.housepetscomic.com/comic/2017/05/22/loves-company/,106.0,Temple Crashers 2: Temple Crashers
1319,Queue And Eh,"May 24, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-24-queue-and-eh.png,"""Four Finger Discount"" Jack, Dallas, Grape, Joey, Lester, Peanut, Res, Squeak",https://www.housepetscomic.com/comic/2017/05/24/queue-and-eh/,106.0,Temple Crashers 2: Temple Crashers
1320,Mana Many Needs,"May 26, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-26-mana-many-needs.png,"Keene, Sabrina",https://www.housepetscomic.com/comic/2017/05/26/mana-many-needs/,106.0,Temple Crashers 2: Temple Crashers
1321,Cat v. Ferret,"May 29, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-29-cat-v-ferret.png,"Keene, Sabrina",https://www.housepetscomic.com/comic/2017/05/29/cat-v-ferret/,106.0,Temple Crashers 2: Temple Crashers
1322,Fall Back On A Callback,"May 31, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/05/2017-05-31-fall-back-on-a-callback.png,"Keene, Sabrina",https://www.housepetscomic.com/comic/2017/05/31/fall-back-on-a-callback/,106.0,Temple Crashers 2: Temple Crashers
1323,End Of Year Nine,"June 2, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-02-end-of-year-nine.png,"Breel, Keene, Sabrina",https://www.housepetscomic.com/comic/2017/06/02/end-of-year-nine/,106.0,Temple Crashers 2: Temple Crashers
1324,Not Keene On This,"June 5, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-05-not-keene-on-this-1.png,"Breel, Keene",https://www.housepetscomic.com/comic/2017/06/05/not-keene-on-this/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1325,That A Ghost,"June 7, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-07-that-a-ghost.png,"Breel, Keene",https://www.housepetscomic.com/comic/2017/06/07/that-a-ghost/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1326,Touched By An Angels,"June 9, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-09-touched-by-an-angels.png,"Breel, Fox, Keene, Sabrina, Spring, Summer",https://www.housepetscomic.com/comic/2017/06/09/touched-by-an-angels/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1327,Universal Constant,"June 12, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-12-universal-constant.png,"Fox, Sabrina, Spring, Summer, Tarot",https://www.housepetscomic.com/comic/2017/06/12/universal-constant/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1328,Got Your Number,"June 14, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-14-got-your-number.png,"""Four Finger Discount"" Jack, Grape, Joey, Peanut, Poncho, Res, Rufus",https://www.housepetscomic.com/comic/2017/06/14/got-your-number/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1329,Actually Pushing Up Daisies,"June 16, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-16-actually-pushing-up-daisies.png,"Grape, Peanut, Rufus",https://www.housepetscomic.com/comic/2017/06/16/actually-pushing-up-daisies/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1330,You’ve Got The Touch,"June 19, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-19-youve-got-the-touch.png,"Grape, Maxwell, Res, Rufus",https://www.housepetscomic.com/comic/2017/06/19/youve-got-the-touch/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1331,"The Answer, My Friend","June 21, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-21-the-answer-my-friend.png,"""Four Finger Discount"" Jack, Dallas, Joey, Lester",https://www.housepetscomic.com/comic/2017/06/21/the-answer-my-friend/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1332,Technical Writing,"June 23, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-23-technical-writing.png,"""Four Finger Discount"" Jack, Camel, Dallas, Grape, Joey, Lester, Maxwell, Peanut, Poncho, Res, Rufus, Steward, Thomas",https://www.housepetscomic.com/comic/2017/06/23/technical-writing/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1333,A Bit Of Class,"June 26, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-26-a-bit-of-class.png,"Grape, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/06/26/a-bit-of-class/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1334,"Shake, Stay","June 28, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-28-shake-stay.png,"Dallas, Grape, Joey, Lester, Maxwell, Peanut, Res, Squeak",https://www.housepetscomic.com/comic/2017/06/28/shake-stay/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1335,Ivy League,"June 30, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-06-30-ivy-league.png,"""Four Finger Discount"" Jack, Camel, Grape, Joey, Maxwell, Peanut, Poncho, Res, Rufus, Steward, Thomas",https://www.housepetscomic.com/comic/2017/06/30/ivy-league/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1336,Manual Spray,"July 3, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-07-03-manual-spray.png,"Dallas, Grape, Lester, Res",https://www.housepetscomic.com/comic/2017/07/03/manual-spray/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1337,Welcome Mat,"July 5, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/06/2017-07-05-welcome-mat.png,"Grape, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/07/05/welcome-mat/,107.0,"Temple Crashers 2: Temple Crashers, part 2"
1338,Wabbit Season,"July 7, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-07-wabbit-season.png,"Jessica, Zach",https://www.housepetscomic.com/comic/2017/07/07/wabbit-season/,,
1339,Garbage Day,"July 10, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-10-garbage-day.png,"Falstaff, Truck",https://www.housepetscomic.com/comic/2017/07/10/garbage-day/,,
1340,Power Slide,"July 12, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-12-power-slide.png,"Grape, Maxwell, Peanut, Res, Rufus",https://www.housepetscomic.com/comic/2017/07/12/power-slide/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1341,Concerned,"July 14, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-14-concerned-1.png,"Grape, Maxwell, OEOHFPPE, Peanut, Res",https://www.housepetscomic.com/comic/2017/07/14/concerned/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1342,Sure Looks Strange To Me,"July 17, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-17-sure-looks-strange-to-me-1.png,"OEOHFPPE, Peanut, Res",https://www.housepetscomic.com/comic/2017/07/17/sure-looks-strange-to-me-2/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1343,The Stenograph Of Spot,"July 19, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-19-the-stenograph-of-spot-1.png,"Grape, Jim-Jim, Peanut, Spot (Superdog)",https://www.housepetscomic.com/comic/2017/07/19/the-stenograph-of-spot/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1344,The Nth Comic With Ninjas In It,"July 21, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-21-nth-comic-with-ninjas-in-it.png,"Grape, Maxwell, Peanut, Rufus",https://www.housepetscomic.com/comic/2017/07/21/nth-comic-with-ninjas-in-it/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1345,The Cavalry Arrives,"July 24, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-24-the-calvary-arrives.png,"Grape, Maxwell, OEOHFPPE, Res",https://www.housepetscomic.com/comic/2017/07/24/the-cavalry-arrives/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1346,Mission Complete,"July 26, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-26-mission-complete.png,"Grape, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/07/26/mission-complete/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1347,The Gang’s All Here,"July 28, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-28-the-gangs-all-here.png,"Grape, Maxwell, Peanut, Res, Rufus",https://www.housepetscomic.com/comic/2017/07/28/the-gangs-all-here/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1348,Too Far Away For Chickens To Hear,"July 31, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-07-31-too-far-away-for-chickens-to-hear.png,"Grape, Maxwell, Res",https://www.housepetscomic.com/comic/2017/07/31/too-far-away-for-chickens-to-hear/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1349,Torch Bearer,"August 2, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/07/2017-08-02-torch-bearer.png,"Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/08/02/torch-bearer/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1350,Good Idea On Paper,"August 4, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/08/2017-08-04-good-idea-on-paper.png,"Grape, Maxwell, Peanut, Res, Rufus",https://www.housepetscomic.com/comic/2017/08/04/good-idea-on-paper/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1351,Maybe The Real Treasure Is The Friends We Made Along The Way,"August 7, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/08/2017-08-07-maybe-the-real-treasure-is-the-friends-we-made-along-the-way.png,"Dallas, dungeon monsters, Grape, Joey, Lester, Maxwell, Peanut, Res, Squeak",https://www.housepetscomic.com/comic/2017/08/07/maybe-the-real-treasure-is-the-friends-we-made-along-the-way/,108.0,Temple Crashers 2: 2 Temple 2 Crashers
1352,No Swiping,"August 23, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/08/2017-08-23-no-swiping.png,"Dallas, Joey, Lester, Squeak",https://www.housepetscomic.com/comic/2017/08/23/no-swiping/,109.0,Temple Crashers 2: Temple Crasherser
1353,Scry Me A River,"August 25, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/08/2017-08-25-scry-me-a-river.png,"Breel, Dallas, Keene",https://www.housepetscomic.com/comic/2017/08/25/scry-me-a-river/,109.0,Temple Crashers 2: Temple Crasherser
1354,Whatever It Is,"August 28, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/08/2017-08-28-whatever-it-is.png,"Grape, kobold, Maxwell, Res",https://www.housepetscomic.com/comic/2017/08/28/whatever-it-is/,109.0,Temple Crashers 2: Temple Crasherser
1355,The Last Temptation Of Fate,"August 30, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/08/2017-08-30-the-last-temptation-of-fate.png,"Grape, kobold, Peanut",https://www.housepetscomic.com/comic/2017/08/30/the-last-temptation-of-fate/,109.0,Temple Crashers 2: Temple Crasherser
1356,Smoke On The Slaughter,"September 1, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-01-smoke-on-the-slaughter.png,"Grape, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/09/01/smoke-on-the-slaughter/,109.0,Temple Crashers 2: Temple Crasherser
1357,Nice Hustle,"September 4, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-04-nice-hustle.png,"???, Grape, kobold, Res",https://www.housepetscomic.com/comic/2017/09/04/nice-hustle/,109.0,Temple Crashers 2: Temple Crasherser
1358,New Kid,"September 6, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-06-new-kid.png,"Dallas, Great Kitsune, Joey, Lester",https://www.housepetscomic.com/comic/2017/09/06/new-kid/,109.0,Temple Crashers 2: Temple Crasherser
1359,"All Of It, Maxwell","September 8, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-08-all-of-it-maxwell.png,"Grape, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/09/08/all-of-it-maxwell/,109.0,Temple Crashers 2: Temple Crasherser
1360,Dunununununununun,"September 11, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-11-dunununununununun.png,"Dallas, Joey, Lester, Maxwell",https://www.housepetscomic.com/comic/2017/09/11/dunununununununun/,109.0,Temple Crashers 2: Temple Crasherser
1361,Quick This Way,"September 13, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-13-quick-this-way.png,"Dallas, Great Kitsune, Joey, Lester, Squeak",https://www.housepetscomic.com/comic/2017/09/13/quick-this-way/,109.0,Temple Crashers 2: Temple Crasherser
1362,Gnawing Suspicion,"September 15, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-15-gnawing-suspicion.png,"Grape, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/09/15/gnawing-suspicion/,109.0,Temple Crashers 2: Temple Crasherser
1363,Dream Logic,"September 18, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-18-dream-logic.png,"Grape, Peanut, Res",https://www.housepetscomic.com/comic/2017/09/18/dream-logic/,109.0,Temple Crashers 2: Temple Crasherser
1364,This All Looks Familiar,"September 20, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-20-this-all-looks-familiar.png,"Grape, Mungo, Peanut",https://www.housepetscomic.com/comic/2017/09/20/this-all-looks-familiar/,109.0,Temple Crashers 2: Temple Crasherser
1365,Everything Is Just Fine,"September 22, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-22-everything-is-just-fine.png,"Fox, Grape, Maxwell, Mungo, Peanut, Res, Sabrina, Summer, Tarot",https://www.housepetscomic.com/comic/2017/09/22/everything-is-just-fine/,109.0,Temple Crashers 2: Temple Crasherser
1366,The Shards Thing Again,"September 25, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-25-the-shards-thing-again.png,"Fox, Grape, Maxwell, Mungo, Peanut, Res, Spring, Summer, Tarot",https://www.housepetscomic.com/comic/2017/09/25/the-shards-thing-again/,109.0,Temple Crashers 2: Temple Crasherser
1367,Real Ultimate Power,"September 27, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-27-real-ultimate-power.png,"Grape, Maxwell, Res, Tarot",https://www.housepetscomic.com/comic/2017/09/27/real-ultimate-power/,109.0,Temple Crashers 2: Temple Crasherser
1368,Lead To Gold,"September 29, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/09/2017-09-29-lead-to-gold-1.png,"Fox, Peanut, Sabrina, Sofia, Thomas",https://www.housepetscomic.com/comic/2017/09/29/lead-to-gold/,109.0,Temple Crashers 2: Temple Crasherser
1369,Idiot Closet,"October 2, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-02-idiot-closet.png,"Duke, Steward",https://www.housepetscomic.com/comic/2017/10/02/idiot-closet/,110.0,Temple Crashers 2: Temple Crash
1370,Synergy Bars,"October 4, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-04-synergy-bars.png,"Breel, Keene, Lana, Maxwell, Peanut, Res",https://www.housepetscomic.com/comic/2017/10/04/synergy-bars/,110.0,Temple Crashers 2: Temple Crash
1371,Lets Get Down To Business,"October 6, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-06-lets-get-down-to-business.png,"Breel, Duke, Jeeves, Keene, Lana, Pit, Rock, Simon",https://www.housepetscomic.com/comic/2017/10/06/lets-get-down-to-business/,110.0,Temple Crashers 2: Temple Crash
1372,Eat Drink And Be Merry,"October 9, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-09-eat-drink-and-be-merry.png,"Breel, Duke",https://www.housepetscomic.com/comic/2017/10/09/eat-drink-and-be-merry/,110.0,Temple Crashers 2: Temple Crash
1373,Wall Chicken,"October 11, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-11-wall-chicken.png,"Fox, Grape, Mungo, Peanut, Res, Rufus, Spring, Summer, Tarot",https://www.housepetscomic.com/comic/2017/10/11/wall-chicken/,110.0,Temple Crashers 2: Temple Crash
1374,Fan Theory,"October 13, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-13-fan-theory.png,"Mungo, Res",https://www.housepetscomic.com/comic/2017/10/13/fan-theory/,110.0,Temple Crashers 2: Temple Crash
1375,Love Letters,"October 16, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-16-love-letters.png,"Grape, Peanut",https://www.housepetscomic.com/comic/2017/10/16/love-letters/,110.0,Temple Crashers 2: Temple Crash
1376,Learning Experience Points,"October 18, 2017",https://www.housepetscomic.com/wp-content/uploads/2017/10/2017-10-18-learning-experience-points.png,"Grape, Maxwell, Res",https://www.housepetscomic.com/comic/2017/10/18/learning-experience-points/,110.0,Temple Crashers 2: Temple Crash
